Year,Country,Latitude,Longitude,Happiness_Rank,Happiness_Score,Economy,Family,Health,Freedom,Trust,Generosity
2017,Uzbekistan,41.377491,64.585262,47,5.971000195,0.786441088,1.54896915,0.498272628,0.658248663,0.246528223,0.415983647
2018,Uzbekistan,41.377491,64.585262,44,6.096,0.719,1.584,0.605,0.724,0.259,0.328
2019,Uzbekistan,41.377491,64.585262,41,6.174,0.745,1.529,0.756,0.631,0.24,0.322
2015,Venezuela,6.42375,-66.58973,23,6.81,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841
2016,Venezuela,6.42375,-66.58973,44,6.084,1.13367,1.03302,0.61904,0.19847,0.08304,0.0425
2017,Venezuela,6.42375,-66.58973,82,5.25,1.128431201,1.431337595,0.617144227,0.153997123,0.064491123,0.06501963
2018,Venezuela,6.42375,-66.58973,102,4.806,0.996,1.469,0.657,0.133,0.052,0.056
2019,Venezuela,6.42375,-66.58973,108,4.707,0.96,1.427,0.805,0.154,0.047,0.064
2015,Vietnam,14.058324,108.277199,75,5.36,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686
2016,Vietnam,14.058324,108.277199,96,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075
2017,Vietnam,14.058324,108.277199,94,5.073999882,0.788547575,1.277491331,0.652168989,0.571055591,0.087633237,0.234968051
2018,Vietnam,14.058324,108.277199,95,5.103,0.715,1.365,0.702,0.618,0.079,0.177
2019,Vietnam,14.058324,108.277199,94,5.175,0.741,1.346,0.851,0.543,0.073,0.147
2015,Yemen,15.552727,48.516388,136,4.077,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131
2016,Yemen,15.552727,48.516388,147,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821
2017,Yemen,15.552727,48.516388,146,3.592999935,0.591683447,0.935382247,0.310080916,0.249463722,0.056767423,0.104125209
2018,Yemen,15.552727,48.516388,152,3.355,0.442,1.073,0.343,0.244,0.064,0.083
2019,Yemen,15.552727,48.516388,151,3.38,0.287,1.163,0.463,0.143,0.077,0.108
2015,Zambia,-13.133897,27.849332,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591
2016,Zambia,-13.133897,27.849332,106,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866
2017,Zambia,-13.133897,27.849332,116,4.513999939,0.636406779,1.003187299,0.257835895,0.461603492,0.07821355,0.249580145
2018,Zambia,-13.133897,27.849332,125,4.377,0.562,1.047,0.295,0.503,0.082,0.221
2019,Zambia,-13.133897,27.849332,138,4.107,0.578,1.058,0.426,0.431,0.087,0.247
2015,Zimbabwe,-19.015438,29.154857,115,4.61,0.271,1.03276,0.33475,0.25861,0.08079,0.18987
2016,Zimbabwe,-19.015438,29.154857,131,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503
2017,Zimbabwe,-19.015438,29.154857,138,3.875,0.375846535,1.083095908,0.196763754,0.336384207,0.095375381,0.189143494
2018,Zimbabwe,-19.015438,29.154857,144,3.692,0.357,1.094,0.248,0.406,0.099,0.132
2019,Zimbabwe,-19.015438,29.154857,146,3.663,0.366,1.114,0.433,0.361,0.089,0.151
